,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,language,country,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
472,Color,Eric Brevig,143.0,80.0,40.0,375.0,Tom Cavanagh,3000.0,100169068.0,Adventure|Animation|Comedy|Family,Justin Timberlake,16385,4394,Josh Robert Thompson,0.0,100.0,English,USA,80000000.0,2010.0,642.0,4.6,1.85,0
473,Color,Kelly Asbury,106.0,83.0,21.0,495.0,Charles Napier,13000.0,73215310.0,Adventure|Animation|Family|Western,Matt Damon,44143,14261,Zahn McClarnon,0.0,216.0,English,USA,80000000.0,2002.0,503.0,7.0,2.35,4000
474,Color,Frank Coraci,178.0,102.0,153.0,269.0,Leslie Bibb,3000.0,80360866.0,Comedy|Family|Romance,Rosario Dawson,44662,5392,Nicholas Turturro,1.0,127.0,English,USA,80000000.0,2011.0,1000.0,5.2,2.35,0
475,Color,Stephen Hopkins,102.0,130.0,81.0,427.0,William Hurt,10000.0,69102910.0,Action|Adventure|Family|Sci-Fi|Thriller,Gary Oldman,58402,12186,June Lockhart,0.0,370.0,English,USA,80000000.0,1998.0,882.0,5.1,2.35,0
476,Color,Jonathan Demme,209.0,129.0,438.0,502.0,Dorian Missick,18000.0,65948711.0,Drama|Mystery|Sci-Fi|Thriller,Denzel Washington,86422,20056,Jose Pablo Cantillo,1.0,363.0,English,USA,80000000.0,2004.0,1000.0,6.6,1.85,0
478,Color,Genndy Tartakovsky,152.0,89.0,266.0,859.0,Adam Sandler,12000.0,169692572.0,Animation|Comedy|Family|Fantasy,Steve Buscemi,56501,26839,Fran Drescher,0.0,97.0,English,USA,80000000.0,2015.0,11000.0,6.7,1.85,16000
480,Color,James Algar,129.0,74.0,11.0,62.0,Penn Jillette,340.0,60507228.0,Animation|Family|Fantasy|Music,Quincy Jones,27543,814,Russi Taylor,0.0,186.0,English,USA,80000000.0,1999.0,243.0,7.3,1.78,607
481,Color,Simon Wells,124.0,96.0,25.0,102.0,Alan Young,891.0,56684819.0,Action|Adventure|Sci-Fi,Mark Addy,103787,1919,Josh Stamberg,0.0,615.0,English,USA,80000000.0,2002.0,639.0,5.9,2.35,3000
482,Color,Ron Underwood,35.0,114.0,31.0,372.0,Mika Boorem,9000.0,50628009.0,Action|Adventure|Family|Fantasy|Thriller,Charlize Theron,22955,10731,David Paymer,0.0,88.0,English,USA,90000000.0,1998.0,496.0,5.6,1.85,0
483,Color,Dominic Sena,166.0,99.0,57.0,820.0,Don Cheadle,20000.0,69772969.0,Action|Crime|Thriller,Hugh Jackman,155532,25942,Sam Shepard,4.0,543.0,English,USA,80000000.0,2001.0,3000.0,6.5,2.35,0
484,Color,Martin Campbell,137.0,129.0,258.0,163.0,Nick Chinlund,2000.0,45356386.0,Action|Adventure|Western,Michael Emerson,71574,2864,Adrian Alonso,1.0,244.0,Spanish,USA,75000000.0,2005.0,277.0,5.9,2.35,951
485,Color,Vincent Ward,121.0,113.0,25.0,129.0,Annabella Sciorra,49000.0,55350897.0,Drama|Fantasy|Romance,Robin Williams,83560,49631,Rosalind Chao,1.0,619.0,English,USA,85000000.0,1998.0,448.0,7.0,2.35,32000
486,Color,Steven Brill,87.0,90.0,65.0,658.0,Jon Lovitz,11000.0,39442871.0,Comedy|Fantasy,Adam Sandler,80639,25190,Michael McKean,0.0,237.0,English,USA,80000000.0,2000.0,11000.0,5.3,1.85,0
487,Color,Terry Gilliam,233.0,118.0,0.0,871.0,Heath Ledger,13000.0,37899638.0,Action|Adventure|Comedy|Fantasy|Thriller,Matt Damon,98472,27114,Mackenzie Crook,2.0,492.0,English,USA,88000000.0,2005.0,13000.0,5.9,1.85,0
488,Color,Tim Burton,132.0,106.0,13000.0,733.0,Martin Short,20000.0,37754208.0,Action|Comedy|Sci-Fi,Natalie Portman,172217,22590,Lukas Haas,3.0,405.0,English,USA,70000000.0,1996.0,770.0,6.3,2.35,0
491,Color,Jonathan Mostow,258.0,89.0,84.0,1000.0,Devin Ratray,13000.0,38542418.0,Action|Sci-Fi|Thriller,Bruce Willis,151424,18132,Boris Kodjoe,5.0,252.0,English,USA,80000000.0,2009.0,1000.0,6.3,2.35,0
492,Color,Roger Donaldson,162.0,145.0,79.0,183.0,Jon Foster,981.0,34566746.0,Drama|History|Thriller,Bruce Greenwood,45231,1825,Bruce Thomas,1.0,315.0,English,USA,80000000.0,2000.0,274.0,7.3,1.85,0
493,Color,Rob Cohen,61.0,114.0,357.0,366.0,Viggo Mortensen,13000.0,32885565.0,Action|Adventure|Drama|Thriller,Sylvester Stallone,53132,25126,Amy Brenneman,0.0,101.0,English,USA,80000000.0,1996.0,10000.0,5.8,1.85,0
494,Color,Barry Cook,113.0,87.0,43.0,210.0,Tiya Sircar,882.0,36073232.0,Adventure|Animation|Family,Charlie Rowe,8913,1971,Madison Rothschild,0.0,66.0,English,USA,80000000.0,2013.0,396.0,5.2,2.35,0
495,Color,Roger Christian,174.0,119.0,64.0,41.0,Michael Byrne,743.0,21471685.0,Action|Adventure|Sci-Fi,Richard Tyson,65464,971,John Topor,0.0,1308.0,English,USA,44000000.0,2000.0,117.0,2.4,2.35,0
496,Color,Joe Dante,101.0,91.0,287.0,695.0,Jenna Elfman,3000.0,20950820.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Brendan Fraser,24183,5593,Heather Locklear,4.0,160.0,English,Germany,80000000.0,2003.0,739.0,5.7,2.35,665
497, Black and White,Rob Marshall,205.0,118.0,252.0,30.0,Elio Germano,529.0,19673424.0,Drama|Musical|Romance,Fergie,37446,619,Andrea Di Stefano,4.0,232.0,English,USA,80000000.0,2009.0,48.0,5.8,2.35,0
498,Color,Richard Donner,123.0,116.0,503.0,982.0,Gerard Butler,23000.0,19480739.0,Action|Adventure|Sci-Fi,Paul Walker,53057,43887,Ethan Embry,0.0,457.0,English,USA,80000000.0,2003.0,18000.0,5.6,2.35,0
499,Color,Kevin Costner,79.0,177.0,0.0,582.0,Brian Anthony Wilson,766.0,17593391.0,Action|Adventure|Drama|Sci-Fi,Olivia Williams,56403,4346,Larenz Tate,1.0,376.0,English,USA,80000000.0,1997.0,674.0,6.0,2.35,0
500,Color,George Miller,61.0,97.0,750.0,231.0,Elizabeth Daily,1000.0,18318000.0,Adventure|Comedy|Drama|Family|Fantasy,Adam Goldberg,24868,2521,Glenne Headly,0.0,216.0,English,Australia,80000000.0,1998.0,971.0,5.8,1.85,964
501,Color,Breck Eisner,202.0,106.0,42.0,612.0,Joseph Gilgun,14000.0,27356090.0,Action|Adventure|Fantasy,Vin Diesel,58752,16922,Lotte Verbeek,0.0,117.0,English,USA,90000000.0,2015.0,788.0,6.0,2.35,21000
502,Color,Antony Hoffman,145.0,106.0,14.0,0.0,Val Kilmer,2.0,17473245.0,Action|Sci-Fi|Thriller,Bob Neill,47612,2,Tom Sizemore,1.0,348.0,English,USA,70000000.0,2000.0,0.0,5.7,2.35,995
503,Color,Luc Besson,101.0,94.0,0.0,14.0,Adam LeFevre,563.0,15131330.0,Adventure|Animation|Family|Fantasy,Mia Farrow,25843,683,Penny Balfour,0.0,64.0,English,France,86000000.0,2006.0,80.0,6.0,2.35,941
504,Color,Jacques Perrin,113.0,104.0,63.0,7.0,Jacques Perrin,67.0,19406406.0,Documentary|Drama,Pedro Armendáriz Jr.,7630,152,Rie Miyazawa,0.0,42.0,French,France,40000000.0,2009.0,63.0,7.8,2.35,0
505,Color,Peter Hyams,113.0,102.0,0.0,212.0,Catherine McCormack,1000.0,1891821.0,Action|Adventure|Horror|Sci-Fi|Thriller,David Oyelowo,16474,1890,Jemima Rooper,0.0,301.0,English,UK,52000000.0,2005.0,307.0,4.2,2.35,785
506,Color,Paul W.S. Anderson,272.0,105.0,545.0,74.0,Currie Graham,795.0,23219748.0,Action|Adventure|Drama|History|Romance,Sasha Roiz,84508,1099,Dylan Schombing,0.0,308.0,English,Canada,80000000.0,2014.0,172.0,5.6,2.35,20000
508,Color,Ron Howard,205.0,135.0,2000.0,535.0,Austin Pendleton,1000.0,170708996.0,Biography|Drama,Adam Goldberg,610568,2827,Judd Hirsch,0.0,1171.0,English,USA,58000000.0,2001.0,592.0,8.2,1.85,29000
509,Color,Roger Allers,186.0,73.0,28.0,847.0,Nathan Lane,2000.0,422783777.0,Adventure|Animation|Drama|Family|Musical,Matthew Broderick,644348,6458,Niketa Calame,0.0,656.0,English,USA,45000000.0,1994.0,886.0,8.5,1.66,17000
510,Color,Brad Peyton,178.0,94.0,62.0,722.0,Dwayne Johnson,14000.0,103812241.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Josh Hutcherson,67296,27842,Kristin Davis,3.0,133.0,English,USA,79000000.0,2012.0,12000.0,5.8,1.85,0
511,Color,Cody Cameron,169.0,95.0,18.0,18.0,Khamani Griffin,622.0,119793567.0,Animation|Comedy|Family|Fantasy|Sci-Fi,Will Forte,64387,848,Melissa Sturm,0.0,85.0,English,USA,78000000.0,2013.0,161.0,6.5,2.35,15000
512,Color,Brett Ratner,210.0,124.0,420.0,876.0,Anthony Hopkins,22000.0,92930005.0,Crime|Drama|Thriller,Philip Seymour Hoffman,204063,35867,Emily Watson,0.0,764.0,English,Germany,78000000.0,2002.0,12000.0,7.2,2.35,0
513,Color,Joe Johnston,140.0,136.0,394.0,1000.0,Viggo Mortensen,24000.0,67286731.0,Action|Adventure|Western,J.K. Simmons,67856,36925,Peter Mensah,1.0,345.0,English,USA,100000000.0,2004.0,10000.0,6.7,2.35,0
514,Color,Dennis Dugan,156.0,91.0,221.0,553.0,Adam Sandler,14000.0,74158157.0,Comedy,Al Pacino,60370,27405,Tim Meadows,2.0,264.0,English,USA,79000000.0,2011.0,11000.0,3.4,1.85,0
515,Color,John Singleton,150.0,107.0,309.0,771.0,Cole Hauser,23000.0,127083765.0,Action|Crime|Thriller,Paul Walker,191912,25296,Mo Gallini,5.0,370.0,English,USA,76000000.0,2003.0,787.0,5.9,2.35,0
516,Color,Mark Osborne,119.0,108.0,54.0,6000.0,James Franco,12000.0,1339152.0,Adventure|Animation|Drama|Family|Fantasy,Jeff Bridges,28276,30230,Mackenzie Foy,1.0,64.0,English,France,81200000.0,2015.0,11000.0,7.8,2.35,31000
517,Color,Oliver Hirschbiegel,232.0,99.0,101.0,327.0,Veronica Cartwright,1000.0,15071514.0,Sci-Fi|Thriller,Roger Rees,65037,2323,Jeremy Northam,2.0,273.0,English,USA,80000000.0,2007.0,422.0,5.9,1.85,0
518,Color,Des McAnuff,49.0,92.0,5.0,924.0,Janeane Garofalo,22000.0,26000610.0,Adventure|Animation|Comedy|Family|Fantasy,Robert De Niro,16611,28050,Jonathan Winters,0.0,197.0,English,USA,76000000.0,2000.0,1000.0,4.1,1.85,413
519,Color,Yarrow Cheney,165.0,87.0,11.0,745.0,Eric Stonestreet,1000.0,323505540.0,Animation|Comedy|Family,Steve Coogan,24407,4782,Albert Brooks,0.0,155.0,English,Japan,75000000.0,2016.0,904.0,6.8,1.85,36000
520, Black and White,Stephen Norrington,202.0,110.0,45.0,845.0,Max Ryan,1000.0,66462600.0,Action|Adventure|Fantasy|Sci-Fi,Jason Flemyng,141533,4714,Tony Curran,3.0,786.0,English,USA,78000000.0,2003.0,872.0,5.8,2.35,0
521,Color,Pierre Coffin,306.0,98.0,275.0,1000.0,Miranda Cosgrove,7000.0,368049635.0,Animation|Comedy|Family|Sci-Fi,Steve Carell,286877,11905,Steve Coogan,0.0,284.0,English,USA,76000000.0,2013.0,2000.0,7.5,1.85,56000
522,Color,Roland Emmerich,185.0,154.0,776.0,933.0,Adam Baldwin,10000.0,306124059.0,Action|Adventure|Sci-Fi,Will Smith,430055,16785,Mary McDonnell,0.0,856.0,English,USA,75000000.0,1996.0,2000.0,6.9,2.35,16000
523,Color,Steven Spielberg,177.0,129.0,14000.0,227.0,Richard Schiff,610.0,229074524.0,Action|Adventure|Sci-Fi,Ariana Richards,278362,1635,Vanessa Lee Chester,0.0,552.0,English,USA,73000000.0,1997.0,506.0,6.5,1.85,0
524,Color,Eric Darnell,181.0,86.0,35.0,179.0,Cedric the Entertainer,851.0,193136719.0,Adventure|Animation|Comedy|Family,Jada Pinkett Smith,266636,1777,Andy Richter,0.0,385.0,English,USA,75000000.0,2005.0,436.0,6.9,1.85,0
525,Color,Alfonso Cuarón,372.0,109.0,0.0,18.0,Danny Huston,16000.0,35286428.0,Drama|Sci-Fi|Thriller,Charlie Hunnam,361767,16479,Rita Davies,0.0,1206.0,English,USA,76000000.0,2006.0,430.0,7.9,1.85,17000
526,Color,Bryan Singer,290.0,104.0,0.0,505.0,Tyler Mane,20000.0,157299717.0,Action|Adventure|Sci-Fi,Hugh Jackman,452928,21397,Bruce Davison,0.0,1401.0,English,USA,75000000.0,2000.0,764.0,7.4,2.35,0
527,Color,Timur Bekmambetov,316.0,110.0,335.0,988.0,Morgan Freeman,11000.0,134568845.0,Action|Crime|Fantasy|Thriller,Angelina Jolie Pitt,299852,25763,Common,0.0,713.0,English,USA,75000000.0,2008.0,11000.0,6.7,2.35,0
528,Color,Michael Bay,122.0,136.0,0.0,904.0,Michael Biehn,12000.0,134006721.0,Action|Adventure|Thriller,Nicolas Cage,259492,15999,Bokeem Woodbine,1.0,415.0,English,USA,75000000.0,1996.0,2000.0,7.4,2.35,51000
529,Color,Carlos Saldanha,164.0,115.0,107.0,241.0,Ray Romano,835.0,195329763.0,Action|Adventure|Animation|Comedy|Family|Fantasy,Denis Leary,194249,1815,Jay Leno,0.0,253.0,English,USA,80000000.0,2006.0,590.0,6.9,1.85,0
530,Color,Peter Segal,147.0,99.0,88.0,328.0,Peter Dante,11000.0,120776832.0,Comedy|Romance,Adam Sandler,266103,12952,Allen Covert,2.0,456.0,English,USA,75000000.0,2004.0,427.0,6.8,2.35,11000
531,Color,Adam Shankman,219.0,117.0,163.0,260.0,Elijah Kelley,719.0,118823091.0,Comedy|Drama|Family|Music|Musical|Romance,Jerry Stiller,98693,1673,Paul Dooley,9.0,401.0,English,USA,75000000.0,2007.0,339.0,6.7,2.35,0
532,Color,Renny Harlin,167.0,125.0,212.0,394.0,Alan Ford,613.0,41814863.0,Horror|Mystery|Thriller,James D'Arcy,28635,1970,Izabella Scorupco,0.0,308.0,English,USA,50000000.0,2004.0,422.0,5.1,2.0,893
533,Color,David Kellogg,70.0,110.0,16.0,692.0,Rene Auberjonois,2000.0,97360069.0,Action|Adventure|Comedy|Family|Sci-Fi,Matthew Broderick,36491,5320,Rupert Everett,0.0,231.0,English,USA,75000000.0,1999.0,710.0,4.1,1.85,509
534,Color,Louis Leterrier,384.0,125.0,255.0,963.0,Common,11000.0,117698894.0,Crime|Mystery|Thriller,Morgan Freeman,447979,13312,Michael Kelly,6.0,629.0,English,USA,75000000.0,2013.0,988.0,7.3,2.35,105000
535,Color,Dennis Dugan,179.0,102.0,221.0,4000.0,Adam Sandler,12000.0,162001186.0,Comedy,Steve Buscemi,181443,28497,Salma Hayek,4.0,311.0,English,USA,80000000.0,2010.0,11000.0,6.0,1.85,12000
536,Color,Steven Spielberg,151.0,128.0,14000.0,232.0,Chi McBride,15000.0,77032279.0,Comedy|Drama,Tom Hanks,303864,16199,Barry Shabaka Henley,0.0,596.0,English,USA,60000000.0,2004.0,466.0,7.3,1.85,16000
538,Color,Thor Freudenthal,107.0,100.0,87.0,446.0,Kevin Dillon,3000.0,73023275.0,Comedy|Family,Don Cheadle,16271,5174,Yvette Nicole Brown,4.0,57.0,English,USA,35000000.0,2009.0,576.0,5.4,1.85,1000
539,Color,Martin Campbell,134.0,124.0,258.0,748.0,Scott Glenn,867.0,68473360.0,Action|Adventure|Drama|Thriller,Nicholas Lea,49536,3424,Ben Mendelsohn,0.0,379.0,English,USA,75000000.0,2000.0,826.0,5.9,1.85,0
540,Color,Mike Nichols,269.0,102.0,0.0,15000.0,Tom Hanks,22000.0,66636385.0,Biography|Comedy|Drama|History,Philip Seymour Hoffman,88451,60646,Jud Tylor,1.0,289.0,English,USA,75000000.0,2007.0,15000.0,7.1,1.85,0
541,Color,Bibo Bergeron,143.0,90.0,10.0,11000.0,Martin Scorsese,22000.0,160762022.0,Adventure|Animation|Comedy|Family,Robert De Niro,132415,63165,Angelina Jolie Pitt,0.0,288.0,English,USA,75000000.0,2004.0,17000.0,6.0,1.85,0
542,Color,Bill Condon,241.0,130.0,386.0,525.0,Jennifer Hudson,912.0,103338338.0,Drama|Music|Musical,Loretta Devine,55901,2856,Anika Noni Rose,0.0,503.0,English,USA,70000000.0,2006.0,549.0,6.5,2.35,0
544,Color,F. Gary Gray,161.0,118.0,473.0,680.0,Christina Milian,12000.0,55808744.0,Comedy|Crime|Music,Dwayne Johnson,59435,15889,Debi Mazar,4.0,323.0,English,USA,53000000.0,2005.0,1000.0,5.7,2.4,0
545,Color,Steven Spielberg,298.0,163.0,14000.0,412.0,Moritz Bleibtreu,745.0,47379090.0,Drama|History|Thriller,Ayelet Zurer,176936,2529,Mathieu Amalric,0.0,824.0,English,France,70000000.0,2005.0,486.0,7.6,2.35,0
546,Color,Antoine Fuqua,89.0,142.0,845.0,787.0,Tom Skerritt,13000.0,43426961.0,Action|Drama|Thriller|War,Bruce Willis,93494,16580,Cole Hauser,1.0,394.0,English,USA,70000000.0,2003.0,1000.0,6.6,2.35,0
547,Color,Robert Luketic,140.0,100.0,126.0,925.0,Lisa Ann Walter,19000.0,47000485.0,Action|Comedy|Romance|Thriller,Tom Selleck,72867,25206,Catherine O'Hara,2.0,120.0,English,USA,75000000.0,2010.0,1000.0,5.4,2.35,0
548,Color,Guy Ritchie,362.0,116.0,0.0,104.0,Elizabeth Debicki,15000.0,45434443.0,Action|Adventure|Comedy,Henry Cavill,175960,15735,Christian Berkel,2.0,360.0,English,USA,75000000.0,2015.0,509.0,7.3,2.35,43000
549,Color,James L. Brooks,124.0,131.0,274.0,138.0,Paz Vega,11000.0,42044321.0,Comedy|Drama|Romance,Adam Sandler,65668,12522,Sarah Steele,2.0,342.0,English,USA,80000000.0,2004.0,964.0,6.5,1.85,0
550,Color,Gil Kenan,190.0,91.0,27.0,925.0,Jon Heder,12000.0,73661010.0,Animation|Comedy|Family|Fantasy|Mystery,Steve Buscemi,71137,17299,Catherine O'Hara,0.0,229.0,English,USA,75000000.0,2006.0,970.0,6.6,2.35,0
551,Color,Barry Levinson,132.0,123.0,272.0,193.0,Brían F. O'Byrne,13000.0,41523271.0,Comedy|Crime|Drama|Romance,Bruce Willis,57038,13934,Azura Skye,2.0,261.0,English,USA,80000000.0,2001.0,450.0,6.6,2.35,0
552,Color,Jerry Zucker,53.0,134.0,109.0,249.0,Ben Cross,919.0,37600435.0,Action|Adventure|Romance|Thriller,Julia Ormond,55350,1695,John Gielgud,3.0,180.0,English,USA,55000000.0,1995.0,303.0,5.9,1.85,0
553,Color,Andy Tennant,91.0,148.0,72.0,99.0,Geoffrey Palmer,582.0,39251128.0,Drama|History|Romance,Bai Ling,31080,804,Randall Duk Kim,2.0,217.0,English,USA,75000000.0,1999.0,103.0,6.7,2.35,0
554,Color,Tarsem Singh,284.0,110.0,763.0,222.0,Daniel Sharman,15000.0,83503161.0,Action|Drama|Fantasy|Romance,Henry Cavill,138190,16691,Steve Byers,1.0,405.0,English,USA,75000000.0,2011.0,1000.0,6.1,1.85,30000
555,Color,Florent-Emilio Siri,152.0,113.0,17.0,759.0,Bruce Willis,87000.0,34636443.0,Action|Crime|Drama|Mystery|Thriller,Jimmy Bennett,93790,103354,Ransford Doherty,0.0,288.0,English,USA,52000000.0,2005.0,13000.0,6.6,2.35,0
556,Color,Don Bluth,131.0,94.0,383.0,886.0,Janeane Garofalo,13000.0,22751979.0,Action|Adventure|Animation|Family|Sci-Fi,Matt Damon,52244,15857,Nathan Lane,0.0,377.0,English,USA,75000000.0,2000.0,1000.0,6.6,2.35,0
557,Color,Ron Shelton,132.0,116.0,41.0,541.0,Bruce Greenwood,11000.0,30013346.0,Action|Comedy|Crime|Thriller,Harrison Ford,31293,14028,Lena Olin,2.0,254.0,English,USA,75000000.0,2003.0,982.0,5.3,2.35,648
558,Color,Paul W.S. Anderson,67.0,99.0,545.0,533.0,Sean Pertwee,933.0,14567883.0,Action|Drama|Sci-Fi,Connie Nielsen,44248,2542,Jason Scott Lee,1.0,373.0,English,UK,75000000.0,1998.0,722.0,6.0,2.35,0
560,Color,Henry Selick,74.0,93.0,253.0,637.0,Bridget Fonda,3000.0,5409517.0,Animation|Comedy|Fantasy,Brendan Fraser,14280,5580,Megan Mullally,0.0,171.0,English,USA,75000000.0,2001.0,889.0,4.7,1.85,683
561,Color,John Moore,114.0,113.0,212.0,568.0,Tony Curran,2000.0,21009180.0,Action|Adventure|Drama|Thriller,Dennis Quaid,45815,4397,Miranda Otto,4.0,222.0,English,USA,45000000.0,2004.0,845.0,6.1,2.35,1000
562,Color,M. Night Shyamalan,294.0,106.0,0.0,963.0,Bruce Willis,18000.0,94999143.0,Drama|Mystery|Sci-Fi|Thriller,Robin Wright,245152,33645,Michael Kelly,0.0,1344.0,English,USA,75000000.0,2000.0,13000.0,7.2,2.35,0
563,Color,Kyle Balda,308.0,91.0,22.0,1000.0,Jon Hamm,7000.0,336029560.0,Action|Animation|Comedy|Family|Sci-Fi,Steve Carell,142403,13616,Steve Coogan,0.0,275.0,English,USA,74000000.0,2015.0,4000.0,6.4,1.85,70000
564,Color,Zack Snyder,435.0,128.0,0.0,826.0,Abbie Cornish,4000.0,36381716.0,Action|Fantasy,Jon Hamm,197584,7067,Scott Glenn,4.0,918.0,English,USA,82000000.0,2011.0,2000.0,6.1,2.35,42000
565,Color,Brian De Palma,117.0,98.0,0.0,697.0,Mike Starr,12000.0,55585389.0,Crime|Mystery|Thriller,Nicolas Cage,64121,15269,John Heard,1.0,241.0,English,USA,69000000.0,1998.0,854.0,5.9,2.35,880
566,Color,Barry Levinson,108.0,134.0,272.0,215.0,James Pickens Jr.,548.0,36976367.0,Drama|Mystery|Sci-Fi|Thriller,Peter Coyote,81611,1044,Huey Lewis,3.0,274.0,English,USA,75000000.0,1998.0,270.0,6.0,2.35,0
567,Color,Clay Kaytis,141.0,97.0,6.0,415.0,Josh Gad,22000.0,107225164.0,Action|Animation|Comedy|Family,Peter Dinklage,27130,24350,Keegan-Michael Key,0.0,126.0,English,USA,73000000.0,2016.0,1000.0,6.3,1.85,14000
568,Color,Andy Tennant,176.0,112.0,72.0,715.0,Ray Winstone,11000.0,70224196.0,Action|Adventure|Comedy|Romance|Thriller,Matthew McConaughey,59352,13827,Alexis Dziena,0.0,138.0,English,USA,70000000.0,2008.0,1000.0,5.6,2.35,0
569,Color,Judd Apatow,230.0,153.0,0.0,130.0,RZA,11000.0,51814190.0,Comedy|Drama,Adam Sandler,100837,11852,Maude Apatow,1.0,301.0,English,USA,75000000.0,2009.0,561.0,6.4,1.85,0
570,Color,Peter Berg,234.0,110.0,532.0,461.0,Frances Fisher,3000.0,47456450.0,Action|Drama|Thriller,Jennifer Garner,101386,5187,Tim McGraw,1.0,289.0,English,USA,70000000.0,2007.0,638.0,7.1,2.35,0
571,Color,Adam McKay,164.0,122.0,285.0,989.0,Leslie Bibb,8000.0,148213377.0,Action|Comedy|Sport,Will Ferrell,130776,12410,Gary Cole,5.0,437.0,English,USA,73000000.0,2006.0,1000.0,6.6,2.35,0
572,Color,Steve Carr,91.0,87.0,41.0,574.0,Jeffrey Jones,1000.0,112950721.0,Comedy|Family|Fantasy,Raven-Symoné,33884,3287,Kevin Pollak,0.0,79.0,English,USA,72000000.0,2001.0,692.0,4.6,2.35,266
573,Color,Mel Gibson,132.0,178.0,0.0,403.0,Patrick McGoohan,906.0,75600000.0,Biography|Drama|History|War,Mhairi Calvey,736638,1976,James Robinson,1.0,1065.0,English,USA,72000000.0,1995.0,466.0,8.4,2.35,17000
574,Color,Sam Mendes,262.0,125.0,0.0,210.0,Brian Geraghty,15000.0,62647540.0,Action|Drama|War,Jake Gyllenhaal,143525,15850,James Morrison,0.0,657.0,English,Germany,70000000.0,2005.0,383.0,7.1,2.35,0
575,Color,David Silverman,299.0,87.0,30.0,433.0,Yeardley Smith,745.0,183132370.0,Adventure|Animation|Comedy,Albert Brooks,259083,3086,Marcia Wallace,0.0,763.0,English,USA,75000000.0,2007.0,440.0,7.4,2.35,0
576,Color,Frank Darabont,128.0,152.0,0.0,745.0,Hal Holbrook,940.0,27796042.0,Drama|Romance,Martin Landau,45031,4310,Jeffrey DeMunn,1.0,376.0,English,USA,72000000.0,2001.0,826.0,6.9,1.85,0
577,Color,Renny Harlin,109.0,116.0,212.0,462.0,Estella Warren,13000.0,32616869.0,Action|Drama|Sport,Sylvester Stallone,34435,14780,Cristián de la Fuente,0.0,346.0,English,USA,72000000.0,2001.0,658.0,4.5,2.35,886
578,Color,Jean-Jacques Annaud,88.0,109.0,218.0,8.0,Jean-Claude Dreyfus,21.0,18947630.0,Adventure|Drama|Family,David Gant,11798,55,Oanh Nguyen,0.0,124.0,English,France,59660000.0,2004.0,17.0,7.1,2.35,2000
579,Color,M. Night Shyamalan,261.0,108.0,0.0,882.0,Judy Greer,3000.0,114195633.0,Drama|Mystery|Romance|Thriller,Bryce Dallas Howard,193770,7273,William Hurt,0.0,2003.0,English,USA,60000000.0,2004.0,2000.0,6.5,1.85,0
580,Color,Betty Thomas,73.0,85.0,84.0,595.0,Raven-Symoné,1000.0,144156464.0,Comedy|Family|Fantasy,Oliver Platt,74343,4166,Peter Boyle,0.0,98.0,English,USA,71500000.0,1998.0,1000.0,5.3,1.85,694
581,Color,M. Night Shyamalan,208.0,106.0,0.0,242.0,Merritt Wever,710.0,227965690.0,Drama|Sci-Fi|Thriller,Rory Culkin,271592,1675,Cherry Jones,0.0,2335.0,English,USA,72000000.0,2002.0,529.0,6.7,1.85,0
582,Color,Andrew Adamson,205.0,93.0,80.0,48.0,Jennifer Saunders,692.0,436471036.0,Adventure|Animation|Comedy|Family|Fantasy|Romance,Rupert Everett,314630,1148,Conrad Vernon,1.0,483.0,English,USA,150000000.0,2004.0,309.0,7.2,1.85,0
583,Color,John Lasseter,256.0,117.0,487.0,769.0,Cheech Marin,1000.0,244052771.0,Adventure|Animation|Comedy|Family|Sport,John Ratzenberger,263853,4905,George Carlin,0.0,584.0,English,USA,120000000.0,2006.0,843.0,7.2,2.35,0
584,Color,Garry Marshall,103.0,116.0,0.0,995.0,Christopher Meloni,8000.0,152149590.0,Comedy|Romance,Julia Roberts,74274,12790,Hector Elizondo,2.0,255.0,English,USA,70000000.0,1999.0,3000.0,5.5,2.35,0
585,Color,Rob Cohen,191.0,132.0,357.0,212.0,Eve,14000.0,141204016.0,Action|Adventure|Thriller,Vin Diesel,142569,14790,Leila Arcieri,0.0,737.0,English,USA,70000000.0,2002.0,223.0,5.8,2.35,10000
586,Color,Paul Tibbitt,147.0,92.0,5.0,726.0,Billy West,870.0,162495848.0,Adventure|Animation|Comedy|Family|Fantasy,Tim Conway,34359,5217,Eddie Deezen,0.0,133.0,English,USA,74000000.0,2015.0,861.0,6.0,1.85,16000
587,Color,Ron Howard,79.0,139.0,2000.0,808.0,Delroy Lindo,960.0,136448821.0,Crime|Thriller,Lili Taylor,98989,3667,Rene Russo,1.0,158.0,English,USA,80000000.0,1996.0,848.0,6.6,1.85,1000
588,Color,Quentin Tarantino,486.0,153.0,16000.0,11000.0,Brad Pitt,13000.0,120523073.0,Adventure|Drama|War,Michael Fassbender,885175,36741,Christoph Waltz,1.0,1527.0,English,USA,75000000.0,2009.0,11000.0,8.3,2.35,42000
